Total Number of Agents,Active Agents,Non Biased Agents,Total NBA Agents,Average NBA coefficient,Generations NBA,NBA Last Alive in Step,NBA Average Energy,NBA Starvation Deaths,NBA Trap Deaths,NBA Fight Deaths,NBA Old Age Deaths,NBA Number of Energy Transfers,NBA Initiated Fights,NBA Fights Won,NBA Fights Lost,Loss Aversion Agents,Total LA Agents,Average LA coefficient,Generations LA,LA Last Alive in Step,LA Average Energy,LA Starvation Deaths,LA Trap Deaths,LA Fight Deaths,LA Old Age Deaths,LA Number of Energy Transfers,LA Initiated Fights,LA Fights Won,LA Fights Lost,Overconfidence Agents,Total OC Agents,Average OC coefficient,Generations OC,OC Last Alive in Step,OC Average Energy,OC Starvation Deaths,OC Trap Deaths,OC Fight Deaths,OC Old Age Deaths,OC Number of Energy Transfers,OC Initiated Fights,OC Fights Won,OC Fights Lost,Bandwagon Effect Agents,Total BW Agents,Average BW coefficient,Generations BW,BW Last Alive in Step,BW Average Energy,BW Starvation Deaths,BW Trap Deaths,BW Fight Deaths,BW Old Age Deaths,BW Number of Energy Transfers,BW Initiated Fights,BW Fights Won,BW Fights Lost
1053.6,55.88,0.0,8.04,0.0,0.04,147,0.0,3.94,2.94,1.08,0.08,0.16,2.3,2.98,7.02,26.28,476.44,2.0236375326590323,15.92,1955,54.80660849626403,263.1,0.0,28.02,159.04,50.08,611.3,682.86,699.54,29.6,560.52,0.6890435646770122,18.0,1994,275.04,82.68,29.08,144.12,46.72,780.8,706.42,681.08,0.0,8.6,0.0,0.4,0.0,228,5.2,0.46,0.84,2.1,1.72,8.04,10.18,14.8
